               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  84,            0.077093,            0.058019,           0.0048205,             0.82248,             0.91061,             0.89776,             0.60465,            0.075443,            0.057571,           0.0034553,           0.0058915,           0.0058915,           0.0058915
                  85,            0.078193,             0.05751,           0.0052607,             0.74624,             0.97534,             0.92492,              0.6626,            0.076121,            0.056334,           0.0044725,            0.005842,            0.005842,            0.005842
                  86,            0.076962,            0.057577,           0.0053987,             0.96069,             0.96557,             0.97346,             0.64627,            0.075331,            0.058298,           0.0031004,           0.0057925,           0.0057925,           0.0057925
                  87,             0.07847,            0.062534,           0.0050433,             0.82096,             0.91456,             0.92835,             0.64991,            0.076051,            0.057943,           0.0037805,            0.005743,            0.005743,            0.005743
                  88,            0.078523,            0.061416,           0.0048026,             0.85001,             0.89518,             0.91599,             0.65378,            0.075494,            0.058677,           0.0038086,           0.0056935,           0.0056935,           0.0056935
                  89,            0.074918,            0.058458,           0.0052519,              0.7492,             0.96203,             0.88937,              0.6476,            0.074238,              0.0587,           0.0042396,            0.005644,            0.005644,            0.005644
                  90,            0.077625,            0.056997,           0.0046197,             0.76509,             0.98148,             0.90782,             0.63828,            0.075465,            0.060054,           0.0045303,           0.0055945,           0.0055945,           0.0055945
                  91,            0.076585,            0.056466,           0.0048003,             0.86927,             0.91773,             0.93558,             0.70271,             0.07392,            0.057669,           0.0038607,            0.005545,            0.005545,            0.005545
                  92,            0.075978,            0.059014,           0.0045906,             0.85545,             0.86375,             0.87934,             0.61862,            0.074494,            0.057943,           0.0033404,           0.0054955,           0.0054955,           0.0054955
                  93,            0.076586,             0.05795,           0.0052503,             0.83944,             0.88189,             0.89729,             0.58705,            0.074353,            0.060457,           0.0027408,            0.005446,            0.005446,            0.005446
                  94,             0.07508,            0.056441,           0.0049696,             0.81586,             0.89089,             0.89887,             0.63211,            0.074786,            0.059856,           0.0032919,           0.0053965,           0.0053965,           0.0053965
                  95,            0.076852,            0.063224,           0.0048933,             0.83051,             0.96284,             0.92386,              0.6843,            0.073918,            0.057809,           0.0030537,            0.005347,            0.005347,            0.005347
                  96,             0.07481,            0.060001,           0.0045295,             0.83897,             0.87613,             0.92597,             0.60963,             0.07598,            0.058997,           0.0033003,           0.0052975,           0.0052975,           0.0052975
                  97,            0.074609,            0.059539,           0.0047022,             0.86784,              0.8729,             0.92291,             0.61859,            0.074411,            0.058342,           0.0038241,            0.005248,            0.005248,            0.005248
                  98,            0.075339,            0.056911,           0.0049099,              0.8612,             0.88701,             0.89854,             0.60979,            0.072808,            0.057355,           0.0034623,           0.0051985,           0.0051985,           0.0051985
                  99,            0.075297,            0.059047,           0.0046277,             0.84917,             0.88065,             0.88217,             0.57534,            0.073843,            0.059134,           0.0046396,            0.005149,            0.005149,            0.005149
                 100,            0.074159,             0.05949,           0.0048834,             0.84512,             0.89051,             0.95782,             0.65288,            0.072495,            0.058229,           0.0030524,           0.0050995,           0.0050995,           0.0050995
                 101,            0.074428,            0.060165,           0.0047509,             0.86292,             0.85873,             0.88686,             0.60467,            0.072883,            0.059969,           0.0037738,             0.00505,             0.00505,             0.00505
                 102,            0.076077,             0.05841,           0.0047919,             0.89199,             0.86947,             0.94902,             0.65718,             0.07406,            0.059116,           0.0024892,           0.0050005,           0.0050005,           0.0050005
                 103,            0.074692,              0.0587,           0.0046625,             0.86383,             0.93265,             0.93097,             0.68079,            0.071695,            0.058472,           0.0035097,            0.004951,            0.004951,            0.004951
                 104,            0.074755,            0.059732,            0.004613,             0.87809,             0.85742,             0.93436,              0.6361,            0.071628,            0.058454,           0.0033497,           0.0049015,           0.0049015,           0.0049015
                 105,            0.074541,            0.057749,           0.0048359,             0.95663,             0.78509,             0.97842,             0.71789,            0.071268,             0.05847,            0.003908,            0.004852,            0.004852,            0.004852
                 106,            0.074317,            0.057401,           0.0049629,             0.85936,             0.85914,             0.89861,             0.61523,            0.071609,            0.058801,           0.0040506,           0.0048025,           0.0048025,           0.0048025
                 107,            0.075216,            0.057744,           0.0048362,             0.99455,              0.9256,             0.98629,             0.74219,            0.071623,             0.05787,            0.002519,            0.004753,            0.004753,            0.004753
                 108,            0.074891,            0.058067,           0.0044314,             0.81483,             0.88065,             0.89925,              0.6318,            0.070939,            0.058394,           0.0036271,           0.0047035,           0.0047035,           0.0047035
                 109,            0.075404,            0.059372,           0.0042746,             0.85415,             0.89129,             0.94383,             0.67212,            0.070418,            0.057494,           0.0035077,            0.004654,            0.004654,            0.004654
                 110,            0.074496,            0.060011,           0.0044515,             0.86829,             0.86989,             0.88501,             0.57889,            0.072271,            0.059342,           0.0041296,           0.0046045,           0.0046045,           0.0046045
                 111,            0.073119,            0.056991,           0.0052486,              0.7925,             0.89582,             0.88728,             0.61538,             0.07144,            0.059658,           0.0038536,            0.004555,            0.004555,            0.004555
                 112,            0.072638,            0.060489,           0.0045215,             0.97214,             0.84774,             0.95868,             0.65521,             0.07088,            0.057233,           0.0026833,           0.0045055,           0.0045055,           0.0045055
                 113,            0.071678,            0.056865,            0.004643,             0.86646,             0.85906,             0.95931,             0.65595,            0.071555,            0.057763,           0.0031075,            0.004456,            0.004456,            0.004456
