               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  68,            0.029343,            0.049653,           0.0021261,             0.89063,             0.94729,             0.98607,             0.72545,            0.026585,             0.02728,           0.0014431,           0.0066835,           0.0066835,           0.0066835
                  69,            0.028843,             0.04917,           0.0023441,              0.9295,             0.91016,             0.96692,             0.69905,            0.027151,            0.028955,           0.0016815,            0.006634,            0.006634,            0.006634
                  70,            0.028249,            0.049126,           0.0022696,             0.90178,             0.99029,             0.98495,             0.72861,            0.026421,            0.027044,          0.00091663,           0.0065845,           0.0065845,           0.0065845
                  71,            0.028566,            0.048874,           0.0020227,             0.88927,             0.98253,             0.98315,             0.71496,            0.027316,            0.027394,          0.00085853,            0.006535,            0.006535,            0.006535
                  72,            0.028664,            0.047914,           0.0021042,             0.94649,             0.97854,             0.99065,             0.71458,            0.027332,            0.028136,           0.0011132,           0.0064855,           0.0064855,           0.0064855
                  73,            0.029422,            0.050083,           0.0021571,             0.91763,             0.97536,             0.99098,             0.71904,            0.026524,            0.026057,           0.0010002,            0.006436,            0.006436,            0.006436
                  74,            0.029223,             0.04985,           0.0022205,             0.94315,             0.92596,             0.98856,             0.74369,            0.026461,            0.027376,           0.0011405,           0.0063865,           0.0063865,           0.0063865
                  75,            0.029208,            0.049717,           0.0019915,             0.96444,             0.92699,             0.98528,             0.73276,             0.02607,            0.028317,          0.00087506,            0.006337,            0.006337,            0.006337
                  76,            0.028643,            0.048655,           0.0021248,             0.94892,             0.97211,             0.99259,             0.72294,            0.025971,            0.026713,          0.00071259,           0.0062875,           0.0062875,           0.0062875
                  77,            0.028856,            0.048353,            0.002188,             0.96501,             0.92202,             0.98566,              0.7283,            0.026337,            0.028778,           0.0010637,            0.006238,            0.006238,            0.006238
                  78,            0.028215,            0.048221,           0.0019642,             0.93583,             0.97813,             0.98547,             0.72217,            0.026096,            0.027668,          0.00067564,           0.0061885,           0.0061885,           0.0061885
                  79,            0.028113,            0.048163,           0.0019007,             0.96483,             0.96822,             0.98134,             0.73478,            0.026037,            0.027719,          0.00066884,            0.006139,            0.006139,            0.006139
                  80,            0.028904,             0.04978,           0.0021421,             0.90102,             0.95674,             0.98773,             0.71237,             0.02669,            0.027439,           0.0011684,           0.0060895,           0.0060895,           0.0060895
                  81,            0.028123,            0.048774,           0.0021502,             0.93069,             0.93363,              0.9791,             0.70515,            0.026686,            0.027456,           0.0009208,             0.00604,             0.00604,             0.00604
                  82,            0.028886,            0.049798,           0.0021059,             0.91244,             0.94532,             0.98032,             0.71999,            0.026203,            0.028252,          0.00086206,           0.0059905,           0.0059905,           0.0059905
                  83,            0.028492,            0.048646,            0.002119,             0.96262,             0.94028,             0.97743,             0.72844,            0.025967,            0.028063,          0.00077418,            0.005941,            0.005941,            0.005941
                  84,            0.027739,            0.049104,           0.0022372,             0.98004,              0.9337,             0.97274,              0.7364,             0.02662,            0.028733,          0.00070395,           0.0058915,           0.0058915,           0.0058915
                  85,            0.028195,            0.048739,           0.0021431,             0.92171,             0.97848,             0.98616,              0.7128,            0.026449,            0.027589,          0.00082012,            0.005842,            0.005842,            0.005842
                  86,            0.027646,              0.0481,           0.0021636,                   1,             0.91783,             0.97983,              0.7193,            0.027089,            0.028172,          0.00080243,           0.0057925,           0.0057925,           0.0057925
                  87,            0.028526,            0.049384,           0.0021933,             0.99884,              0.9162,             0.98658,              0.7304,            0.026512,            0.028959,           0.0008009,            0.005743,            0.005743,            0.005743
