               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,             0.07066,            0.057058,           0.0067246,             0.86534,             0.92905,             0.93242,             0.69668,            0.062833,            0.057495,           0.0048827,           0.0056688,           0.0056688,           0.0056688
                  37,            0.068125,            0.054125,           0.0059916,             0.87064,              0.9229,             0.93164,             0.66041,            0.066179,            0.056968,           0.0043639,            0.005545,            0.005545,            0.005545
                  38,            0.068141,            0.057693,           0.0055487,             0.89305,             0.94921,             0.93401,             0.69871,            0.064613,             0.05605,           0.0045567,           0.0054212,           0.0054212,           0.0054212
                  39,            0.071296,             0.05718,           0.0057025,             0.85786,             0.89905,             0.95815,             0.68102,            0.063823,            0.057124,           0.0044533,           0.0052975,           0.0052975,           0.0052975
                  40,              0.0672,            0.060421,           0.0052733,             0.85441,             0.97103,             0.95955,             0.73651,            0.062832,            0.056115,           0.0035903,           0.0051737,           0.0051737,           0.0051737
                  41,            0.067053,            0.057354,           0.0048828,             0.99646,             0.90175,             0.99007,             0.72908,              0.0642,            0.055868,           0.0032247,             0.00505,             0.00505,             0.00505
                  42,            0.066809,            0.055885,           0.0051263,             0.87597,             0.94607,             0.93232,             0.69964,            0.062685,            0.055529,           0.0039245,           0.0049263,           0.0049263,           0.0049263
                  43,            0.066576,            0.055701,            0.004749,             0.91813,             0.93495,             0.98506,             0.72059,             0.06381,            0.057824,            0.002786,           0.0048025,           0.0048025,           0.0048025
                  44,            0.067552,            0.057169,           0.0047832,             0.95606,             0.95829,             0.98064,             0.72305,             0.06226,            0.058131,           0.0030518,           0.0046788,           0.0046788,           0.0046788
                  45,            0.065536,            0.055031,           0.0042962,             0.93495,             0.94513,             0.98349,             0.72182,            0.060966,            0.056746,           0.0029458,            0.004555,            0.004555,            0.004555
                  46,            0.065944,            0.058513,           0.0048075,             0.91263,              0.9278,             0.98861,             0.75819,            0.061075,             0.05701,           0.0031213,           0.0044313,           0.0044313,           0.0044313
                  47,            0.066363,             0.05373,           0.0052003,              0.8904,             0.94595,             0.98961,             0.73497,            0.061479,             0.05737,           0.0031478,           0.0043075,           0.0043075,           0.0043075
                  48,            0.064873,            0.056129,           0.0044558,             0.80282,             0.91542,             0.90223,             0.64925,            0.062814,            0.056811,           0.0044491,           0.0041837,           0.0041837,           0.0041837
                  49,            0.064189,            0.056139,           0.0043596,             0.99675,             0.91204,             0.98201,             0.69642,            0.061667,            0.058006,           0.0026969,             0.00406,             0.00406,             0.00406
                  50,            0.065271,            0.055504,            0.004303,             0.95115,              0.9398,             0.97488,             0.70833,             0.05978,            0.056994,           0.0028363,           0.0039362,           0.0039362,           0.0039362
                  51,            0.066046,            0.057762,           0.0044213,             0.86747,             0.96774,             0.95878,             0.73321,            0.060326,            0.057649,           0.0031862,           0.0038125,           0.0038125,           0.0038125
                  52,            0.064369,            0.052706,           0.0043347,             0.79872,             0.82826,             0.91903,             0.68076,            0.060958,            0.057875,           0.0037518,           0.0036888,           0.0036888,           0.0036888
                  53,            0.063284,              0.0558,           0.0040132,             0.90501,             0.80093,             0.91731,             0.68823,            0.060517,            0.056958,           0.0035139,            0.003565,            0.003565,            0.003565
                  54,            0.062708,            0.053365,           0.0038805,             0.90971,             0.82655,             0.90339,             0.66538,            0.060292,            0.056678,           0.0039685,           0.0034413,           0.0034413,           0.0034413
                  55,            0.062882,            0.053435,           0.0036639,             0.86061,             0.92135,             0.91057,             0.68343,            0.060964,            0.059311,            0.003241,           0.0033175,           0.0033175,           0.0033175
                  56,            0.061781,            0.054519,           0.0037198,             0.80401,             0.94907,             0.93391,              0.7004,              0.0604,            0.057869,           0.0035577,           0.0031938,           0.0031938,           0.0031938
                  57,            0.062319,            0.054817,           0.0037833,             0.83731,               0.921,              0.9453,              0.6769,            0.060581,            0.056853,           0.0028686,             0.00307,             0.00307,             0.00307
                  58,            0.062797,            0.055526,           0.0039602,             0.80086,             0.96991,             0.94092,             0.69899,            0.062046,            0.056734,           0.0028251,           0.0029462,           0.0029462,           0.0029462
                  59,            0.062634,            0.056698,           0.0041358,             0.85625,             0.82797,             0.92161,             0.71479,            0.061116,            0.056997,           0.0036825,           0.0028225,           0.0028225,           0.0028225
                  60,            0.060795,            0.054298,            0.003751,             0.84382,             0.98884,             0.95609,             0.74152,            0.060502,            0.057751,           0.0029679,           0.0026987,           0.0026987,           0.0026987
                  61,            0.060517,            0.054498,           0.0034846,             0.83296,             0.93958,             0.98169,             0.70429,            0.060509,            0.057246,           0.0022893,            0.002575,            0.002575,            0.002575
