               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  69,             0.06002,            0.052785,           0.0034765,               0.905,             0.91734,             0.95359,             0.70906,            0.060893,            0.056955,           0.0037701,            0.003268,            0.003268,            0.003268
                  70,            0.059625,             0.05227,           0.0033842,                   1,             0.83905,             0.98317,             0.74824,            0.060273,            0.059302,           0.0030358,            0.003169,            0.003169,            0.003169
                  71,            0.059918,            0.053345,           0.0031553,             0.85407,             0.92136,             0.94501,             0.71313,            0.059794,            0.057023,           0.0039891,             0.00307,             0.00307,             0.00307
                  72,            0.059359,            0.055183,           0.0031731,             0.83364,             0.98917,             0.95292,             0.73805,            0.060392,            0.058379,           0.0040543,            0.002971,            0.002971,            0.002971
                  73,            0.060472,            0.052875,           0.0028312,              0.8859,             0.92433,             0.94719,             0.71792,            0.061003,            0.060442,           0.0041259,            0.002872,            0.002872,            0.002872
                  74,             0.06058,            0.053882,           0.0031278,             0.95981,             0.92794,                0.98,             0.74809,            0.060724,            0.059919,           0.0029223,            0.002773,            0.002773,            0.002773
                  75,            0.059453,            0.053933,           0.0029896,             0.95069,             0.98901,             0.98439,             0.74143,            0.061416,            0.058009,           0.0024555,            0.002674,            0.002674,            0.002674
                  76,            0.058228,             0.05463,           0.0029313,              0.8717,             0.91375,             0.95988,              0.7196,            0.061558,            0.057355,           0.0033485,            0.002575,            0.002575,            0.002575
                  77,            0.057544,            0.052779,           0.0028377,             0.95717,             0.96465,             0.98351,             0.72936,            0.062126,            0.058085,           0.0024918,            0.002476,            0.002476,            0.002476
                  78,            0.059235,            0.055223,           0.0028913,             0.94354,             0.87269,             0.95804,             0.70131,            0.061385,            0.060706,           0.0022114,            0.002377,            0.002377,            0.002377
                  79,            0.059188,            0.056367,           0.0030565,             0.92297,             0.98816,              0.9764,             0.74112,            0.061011,            0.059866,            0.003342,            0.002278,            0.002278,            0.002278
                  80,            0.058191,            0.053762,           0.0028933,             0.88898,             0.94768,             0.96146,             0.71965,            0.060855,            0.057264,            0.002806,            0.002179,            0.002179,            0.002179
                  81,            0.057972,            0.053176,           0.0026818,             0.84762,             0.98902,             0.93418,             0.70395,            0.060069,             0.05913,           0.0028835,             0.00208,             0.00208,             0.00208
                  82,            0.056568,             0.05414,           0.0027615,             0.86686,             0.87814,             0.93962,             0.72496,            0.060669,            0.060077,           0.0031604,            0.001981,            0.001981,            0.001981
                  83,            0.057486,            0.051418,           0.0027412,             0.85289,             0.97849,             0.93056,             0.68621,            0.061319,            0.061221,           0.0030383,            0.001882,            0.001882,            0.001882
                  84,            0.057248,             0.05056,           0.0025612,             0.87534,              0.9782,             0.93505,             0.69508,            0.061238,            0.061285,           0.0030507,            0.001783,            0.001783,            0.001783
                  85,            0.056881,            0.052052,            0.002879,             0.84977,             0.97818,             0.93376,             0.71128,            0.060812,            0.060388,           0.0033179,            0.001684,            0.001684,            0.001684
                  86,            0.057354,            0.053339,           0.0026711,             0.85995,             0.90046,             0.90491,             0.66465,            0.061256,             0.05967,           0.0040416,            0.001585,            0.001585,            0.001585
                  87,            0.056066,            0.052461,           0.0025128,             0.87113,             0.96774,             0.93199,             0.69079,             0.06127,            0.060139,           0.0031355,            0.001486,            0.001486,            0.001486
                  88,            0.057304,            0.053527,           0.0029266,             0.94404,             0.91114,             0.98183,             0.74652,            0.061964,            0.060378,           0.0024192,            0.001387,            0.001387,            0.001387
                  89,            0.057903,            0.051593,           0.0027302,             0.86566,             0.96633,             0.95764,             0.70986,            0.061698,            0.059746,           0.0028396,            0.001288,            0.001288,            0.001288
                  90,            0.057064,            0.056108,           0.0026434,             0.86313,             0.98925,              0.9896,             0.74969,              0.0619,             0.06001,           0.0023186,            0.001189,            0.001189,            0.001189
                  91,            0.056102,            0.056095,           0.0025889,             0.87178,             0.97849,             0.98852,             0.73815,            0.061928,            0.061628,           0.0028757,             0.00109,             0.00109,             0.00109
                  92,            0.056619,            0.050318,           0.0026041,               0.874,             0.98661,             0.98899,              0.7408,            0.062037,            0.061259,           0.0021264,            0.000991,            0.000991,            0.000991
                  93,            0.057243,            0.052624,           0.0027106,              0.8622,             0.97849,             0.98836,             0.73891,            0.062169,            0.061273,           0.0027657,            0.000892,            0.000892,            0.000892
                  94,            0.055882,            0.050267,           0.0022759,             0.86727,             0.90021,             0.95801,             0.71198,            0.062126,            0.060974,           0.0021716,            0.000793,            0.000793,            0.000793
                  95,             0.05605,            0.051291,           0.0023784,             0.87753,             0.97849,             0.98945,             0.74167,            0.061677,            0.060438,           0.0021014,            0.000694,            0.000694,            0.000694
                  96,            0.056873,            0.053383,           0.0024695,              0.8808,              0.9891,             0.98591,             0.73294,            0.061562,            0.060548,           0.0019243,            0.000595,            0.000595,            0.000595
                  97,            0.055075,            0.051685,           0.0025465,             0.87414,             0.91106,             0.96186,             0.70136,            0.061224,            0.060007,           0.0019892,            0.000496,            0.000496,            0.000496
                  98,             0.05592,            0.052696,           0.0025947,             0.87213,             0.90971,             0.96184,             0.71328,            0.061703,            0.059585,           0.0019448,            0.000397,            0.000397,            0.000397
                  99,            0.056175,            0.052132,            0.002733,             0.86676,             0.90972,              0.9628,             0.70163,            0.061288,            0.059318,           0.0021627,            0.000298,            0.000298,            0.000298
